,Organic Phase Initial Conditions,,,,,,,Aqueous Phase Initial Conditions,,,,External Conditions,Results,Log_D
6313,1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.2,n-dodecane,,1,0,Cm(III),0,HNO3,3,298.15,3.1,0.491361694
6314,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,0.5,298.15,0.00368676,-2.433355133
6315,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,1,298.15,0.09279334,-1.032483193
6316,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,2,298.15,0.48601537,-0.313349996
6317,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.00590787,0.002558206
6318,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,4,298.15,1.32843313,0.123339698
6319,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,5,298.15,1.60973921,0.206755523
6320,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,6,298.15,1.82918055,0.262256575
6321,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,0.5,298.15,0.00664125,-2.177750171
6322,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,1,298.15,0.15466256,-0.810614806
6323,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,2,298.15,0.86892736,-0.061016528
6324,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.78057288,0.250559754
6325,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,4,298.15,1.77025984,0.248037017
6326,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,5,298.15,1.79234744,0.2534222
6327,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,6,298.15,1.78497991,0.251633332
6328,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,0.5,298.15,0.06848801,-1.164385453
6329,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,1,298.15,0.61119886,-0.213817464
6330,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,2,298.15,1.83506409,0.263651237
6331,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,3.10604852,0.492208236
6332,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,4,298.15,3.64065959,0.561180073
6333,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,5,298.15,4.17232515,0.620378146
6334,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,6,298.15,4.75995991,0.677603295
6335,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,0.5,298.15,0.0419784,-1.376974119
6336,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,1,298.15,0.21355931,-0.670481491
6337,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,2,298.15,1.01326191,0.005721717
6338,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.48307173,0.171162157
6339,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,4,298.15,1.62003876,0.209525405
6340,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,5,298.15,1.68042249,0.225418485
6341,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,6,298.15,1.70546907,0.231843848
6342,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,0.5,298.15,0.03230647,-1.490710493
6343,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,1,298.15,0.04622068,-1.335163669
6344,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,2,298.15,0.26509214,-0.576603149
6345,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.72877094,-0.137408953
6346,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,6,298.15,2.92075339,0.465494889
6347,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,0.5,298.15,0.02947628,-1.530527327
6348,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,1,298.15,0.06461823,-1.189644942
6349,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,2,298.15,0.35282666,-0.452438606
6350,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.72594075,-0.139098824
6351,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,6,298.15,1.80849057,0.257316249
6352,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,0.5,298.15,0.04079439,-1.389399557
6353,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,1,298.15,0.15518427,-0.809152302
6354,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,2,298.15,0.907541,-0.042133746
6355,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,1.5580149,0.192571607
6356,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,6,298.15,2.97594075,0.47362428
6357,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,0.5,298.15,0.02239817,-1.649787463
6358,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,1,298.15,0.06886881,-1.161977421
6359,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,2,298.15,0.41509346,-0.381854109
6360,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.86178981,-0.064598645
6361,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,6,298.15,2.56556339,0.40918275
6362,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,0.5,298.15,0.68434725,-0.164723474
6363,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,1,298.15,1.75057012,0.243179511
6364,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,2,298.15,2.79931235,0.44705136
6365,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,3.26662823,0.514099711
6366,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,6,298.15,4.19035881,0.622251212
6367,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,0.5,298.15,1.16943861,0.067977428
6368,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,1,298.15,1.77809945,0.249956048
6369,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,2,298.15,3.29128283,0.517365204
6370,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,3.5762562,0.553428624
6371,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,6,298.15,4.3451768,0.638007452
6372,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,0.5,298.15,2.66255668,0.425298862
6373,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,1,298.15,4.31364307,0.634844207
6374,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,2,298.15,6.13646564,0.787918307
6375,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,6.94781473,0.841848229
6376,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,6,298.15,7.29012697,0.862735092
6377,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,0.5,298.15,0.85980262,-0.065601236
6378,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,1,298.15,1.96043715,0.292352924
6379,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,2,298.15,3.08142222,0.48875121
6380,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,3.55217525,0.550494384
6381,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,6,298.15,4.15939713,0.619030388
6382,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.001,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.06423701,-1.192214682
6383,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.002,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.22717556,-0.643638393
6384,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.003,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.4507042,-0.346108395
6385,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.004,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.65366315,-0.184645998
6386,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.96225808,-0.016708433
6387,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.001,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.0753804,-1.122741562
6388,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.002,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.28817387,-0.540345401
6389,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.003,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.58387675,-0.233678818
6390,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.004,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.03424436,0.014623161
6391,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.58463125,0.199928216
6392,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.001,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.15913043,-0.798246764
6393,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.002,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.56276546,-0.249672565
6394,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.003,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.17187768,0.068882283
6395,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.004,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,2.10218451,0.322670832
6396,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,2.97329328,0.473237749
6397,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.001,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.07928577,-1.100804752
6398,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.002,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.25505623,-0.593364064
6399,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.003,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.57776302,-0.238250259
6400,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.004,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,0.98953385,-0.004569345
6401,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Np(IV),0.000000001,HNO3,3,298.15,1.48766384,0.172504807
6402,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.001,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.05152028,-1.288021785
6403,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.002,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.16737295,-0.776314729
6404,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.003,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.3615142,-0.441874639
6405,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.004,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.61667302,-0.209945052
6406,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.89195805,-0.049655571
6407,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.001,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.04389327,-1.357602063
6408,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.002,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.15203086,-0.818068248
6409,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.003,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.34455279,-0.462744229
6410,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.004,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.56401241,-0.24871134
6411,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.81020326,-0.091406014
6412,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.001,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.09937243,-1.00273409
6413,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.002,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.35867115,-0.445303555
6414,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.003,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.78542522,-0.104895158
6415,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.004,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,1.37080538,0.1369758
6416,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,2.13826853,0.330062244
6417,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.001,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.04088677,-1.388417197
6418,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.002,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.16775568,-0.775322766
6419,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.003,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.34534069,-0.461752248
6420,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.004,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,0.62806732,-0.201993803
6421,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.005,n-dodecane,1-octanol,0.7,0.3,Th(IV),0.000000001,HNO3,3,298.15,1.00469249,0.002033156
6422,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.002,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,0.84988546,-0.070639601
6423,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.004,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,2.32830844,0.367040512
6424,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.006,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,4.58362128,0.661208727
6425,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.008,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,7.64889094,0.883598469
6426,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.01,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,9.97971964,0.999118341
6427,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.002,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,0.92506034,-0.033829938
6428,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.004,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,2.89528841,0.461691832
6429,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.006,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,5.86316384,0.76813203
6430,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.008,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,9.94345532,0.997537327
6431,1,CC(C)CCN(CCC(C)C)C(=O)COCC(=O)N(CCC(C)C)CCC(C)C,0.01,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,14.8815992,1.172649604
6432,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.002,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,1.80047786,0.255387785
6433,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.004,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,6.51650864,0.814014975
6434,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.006,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,12.9326901,1.111688871
6435,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.008,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,21.9770043,1.341968493
6436,1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.01,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,30.463289,1.483776791
6437,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.002,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,0.84988546,-0.070639601
6438,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.004,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,2.89528841,0.461691832
6439,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.006,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,5.32182638,0.726060702
6440,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.008,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,8.19212869,0.913396766
6441,1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.01,n-dodecane,1-octanol,0.7,0.3,Pu(IV),0.001,HNO3,3,298.15,12.28541,1.089389655
6442,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,1-octanol,,1,0,Np(IV),0.000000001,HNO3,0.5,298.15,0.71294559,-0.146943613
6443,1,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,0.005,1-octanol,,1,0,Np(IV),0.000000001,HNO3,1,298.15,2.28893058,0.359632621
