Extractants_count,SMILES_canonical,Extractant_conc_M,Solvent_A,Solvent_B,Volume_fraction_A,Volume_fraction_B,Metal,Metal_conc_mM,Acid_type,Acid_conc_M,Temperature_K,,Log_D
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.009911746,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.41302682
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.019921694,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.140229885
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.039775442,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.328735632
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.009977863,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.397701149
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.019921694,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.127969349
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.039775442,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.288888889
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.098898039,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.74559387
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.020054584,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.026819923
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.039775442,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.291954023
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.098898039,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.751724138
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.009977863,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.397701149
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.020054584,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.026819923
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.04986391,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.408429119
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.09955775,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.705747126
1,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.019921694,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-1.540996169
1,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.040040769,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-1.197701149
1,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.09955775,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.737931034
1,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,0.198775938,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.388505747
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.019921694,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,-0.498850575
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.09955775,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.02835249
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.198775938,nitrobenzene,,1,0,U(VI),0,HNO3,1,298.15,,0.393103448
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.01,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.319018405
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.020019318,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.024539877
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.039810717,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.671779141
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.099334806,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.171779141
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.020019318,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.153374233
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.039810717,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.858895706
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.1,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.328220859
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.198861506,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,0.095092025
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.019886151,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.113496933
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.039810717,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.809815951
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.098674037,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.328220859
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.01,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.466257669
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.020019318,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.248466258
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.040077309,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.90797546
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.414110429
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.099334806,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.36809816
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.198861506,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,0.070552147
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.01,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.509202454
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.020019318,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.187116564
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.049951752,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.782208589
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.099334806,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.383435583
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.040077309,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-1.113496933
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.641104294
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.198861506,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,-0.190184049
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.298787427,1-octanol,,1,0,U(VI),0,HNO3,1,298.15,,0.104294479
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.020024257,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-2.635802469
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.039917866,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.805555556
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.100448979,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.808641975
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.200242574,toluene,,1,0,U(VI),0,HNO3,1,298.15,,0.015432099
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.039917866,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.87654321
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.100448979,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.962962963
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.199347547,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.194444444
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.299677196,toluene,,1,0,U(VI),0,HNO3,1,298.15,,0.339506173
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.039739444,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.790123457
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.1,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.962962963
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.198456519,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.25617284
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.199347547,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.453703704
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.040097089,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.953703704
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.1,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.033950617
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.199347547,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.342592593
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.299677196,toluene,,1,0,U(VI),0,HNO3,1,298.15,,0.12345679
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.020024257,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-2.709876543
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.039917866,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-2.12345679
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.100448979,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.114197531
1,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,0.199347547,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.348765432
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-1.490740741
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.199347547,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.836419753
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.301022683,toluene,,1,0,U(VI),0,HNO3,1,298.15,,-0.444444444
1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.499394298,toluene,,1,0,U(VI),0,HNO3,1,298.15,,0.12037037
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,0.997652582,295.15,,1.90831758
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,2.004107981,295.15,,1.451795841
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,2.998826291,295.15,,1.049149338
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,3.999413146,295.15,,0.95557656
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.6,0.4,Am(III),0,HNO3,1.000586854,295.15,,1.874291115
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.6,0.4,Am(III),0,HNO3,2.001173709,295.15,,1.596408318
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.6,0.4,Am(III),0,HNO3,3.001760563,295.15,,1.375236295
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,0.997652582,295.15,,1.936672968
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,2.001173709,295.15,,1.879962193
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,2.998826291,295.15,,1.559546314
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,3.999413146,295.15,,1.650283554
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.8,0.2,Am(III),0,HNO3,1.006455399,295.15,,2.333648393
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.8,0.2,Am(III),0,HNO3,2.001173709,295.15,,2.007561437
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.8,0.2,Am(III),0,HNO3,3.001760563,295.15,,1.715500945
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.8,0.2,Am(III),0,HNO3,3.996478873,295.15,,1.896975425
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.95,0.05,Am(III),0,HNO3,1.003521127,295.15,,2.517958412
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.95,0.05,Am(III),0,HNO3,2.001173709,295.15,,2.827032136
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.025,kerosene,1-octanol,0.95,0.05,Am(III),0,HNO3,2.995892019,295.15,,2.895085066
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.95,0.05,Am(III),0,HNO3,1.004115226,295.15,,-0.053315995
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.95,0.05,Am(III),0,HNO3,1.998353909,295.15,,1.085825748
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.95,0.05,Am(III),0,HNO3,2.995884774,295.15,,1.912873862
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,1.00463344,295.15,,-0.175143284
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,2.001508916,295.15,,0.680296682
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,2.999832343,295.15,,1.240186871
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,1.005090687,295.15,,0.054182922
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,2.003414114,295.15,,0.70437798
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,2.999832343,295.15,,0.960241776
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,1-octanol,kerosene,0.7,0.3,Am(III),0,HNO3,1.005090687,295.15,,0.198670712
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,1-octanol,kerosene,0.7,0.3,Am(III),0,HNO3,2.001508916,295.15,,0.677286519
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,1-octanol,kerosene,0.7,0.3,Am(III),0,HNO3,2.999832343,295.15,,0.833814959
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,1-octanol,,1,0,Am(III),0,HNO3,1.005090687,295.15,,0.267904445
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,1-octanol,,1,0,Am(III),0,HNO3,1.999603719,295.15,,0.589991812
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.025,1-octanol,,1,0,Am(III),0,HNO3,2.997927145,295.15,,1.020445022
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.003119027,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,3,295.15,,-0.813953488
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.006261101,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,3,295.15,,-0.04744186
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.012533897,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,3,295.15,,0.804651163
1,CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,0.02461208,kerosene,1-octanol,0.7,0.3,Am(III),0,HNO3,3,295.15,,1.574883721
1,CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,0.025,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,3.1,295.15,,-3.698970004
1,CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,0.049,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,3.1,295.15,,-3.522878745
1,CCCCCCCCCCCCNC(=O)c1cc(=O)cc(C(=O)NCCCCCCCCCCCC)o1,0.196,kerosene,1-octanol,0.5,0.5,Am(III),0,HNO3,3.1,295.15,,-2.920818754
1,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.015,1-octanol,,1,0,Am(III),0,HNO3,3.1,295.15,,-2.769551079
1,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.016,1-octanol,kerosene,0.9,0.1,Am(III),0,HNO3,3.1,295.15,,-2.958607315
1,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,0.006,1-octanol,kerosene,0.7,0.3,Am(III),0,HNO3,3.1,295.15,,-3.397940009
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.1,chloroform,,1,0,Am(III),0.000001,HNO3,1,298.15,,-1
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.1,chloroform,,1,0,Am(III),0.000001,HNO3,1,298.15,,-0.600326279
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.1,chloroform,,1,0,Am(III),0.000001,HNO3,1,298.15,,-1.397940009
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.1,chloroform,,1,0,Am(III),0.000001,HNO3,1,298.15,,-1.102372909
1,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0.1,chloroform,,1,0,Am(III),0.000001,HNO3,1,298.15,,-0.400116928
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.1,n-dodecane,,1,0,Am(III),0.000001,HNO3,1,298.15,,2
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.1,n-dodecane,,1,0,Am(III),0.000001,HNO3,1,298.15,,1.099991234
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.1,n-dodecane,,1,0,Am(III),0.000001,HNO3,1,298.15,,1.600003087
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.1,n-hexane,,1,0,Am(III),0.000001,HNO3,1,298.15,,2
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.1,n-hexane,,1,0,Am(III),0.000001,HNO3,1,298.15,,1.099991234
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.1,n-hexane,,1,0,Am(III),0.000001,HNO3,1,298.15,,1.600003087
1,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.1,toluene,,1,0,Am(III),0.000001,HNO3,1,298.15,,-0.199970641
1,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.1,toluene,,1,0,Am(III),0.000001,HNO3,1,298.15,,0.400019635
1,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,0.1,toluene,,1,0,Am(III),0.000001,HNO3,1,298.15,,-0.801342913
1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.1,toluene,,1,0,Am(III),0.000001,HNO3,1,298.15,,-0.400116928
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Th(IV),0.0002,HNO3,0.029944917,298.15,,-0.841463415
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Th(IV),0.0002,HNO3,0.029944917,298.15,,-0.719512195
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Th(IV),0.0002,HNO3,0.1,298.15,,-0.603658537
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Th(IV),0.0002,HNO3,0.1,298.15,,-0.573170732
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Th(IV),0.0002,HNO3,0.993606639,298.15,,2.073170732
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Th(IV),0.0002,HNO3,0.993606639,298.15,,2.256097561
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,U(VI),0.0004,HNO3,0.010064345,298.15,,-2.591463415
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,U(VI),0.0004,HNO3,0.1,298.15,,-2.109756098
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,U(VI),0.0004,HNO3,0.993606639,298.15,,-0.109756098
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,U(VI),0.0004,HNO3,2.994491742,298.15,,0.859756098
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Np(V),0.004,HNO3,1.006434499,298.15,,-2.268292683
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Np(V),0.004,HNO3,2.994491742,298.15,,-0.884146341
